sentimen,tweet,tweet_lowercase,tweet_tokenized,tweet_stemmed,tweet_process
positif,"JOKOWI TETAP SEDERHANA DI MATA SAYA  Di mata saya...  Meskipun sepatu Jokowi Harganya 100 juta... Dimata saya , Jokowi tetap sederhana  Mau pake Baju Hugo Boss pun... ,di mata saya Jokowi tetap terlihat...  https://www.facebook.com/100001227365004/posts/2315478811836342/Â â€¦","JOKOWI TETAP SEDERHANA DI MATA SAYA  Di mata saya...  Meskipun sepatu Jokowi Harganya 100 juta... Dimata saya , Jokowi tetap sederhana  Mau pake Baju Hugo Boss pun... ,di mata saya Jokowi tetap terlihat...  https://www.facebook.com/100001227365004/posts/2315478811836342/Â â€¦","['JOKOWI', 'TETAP', 'SEDERHANA', 'DI', 'MATA', 'SAYA', 'Di', 'mata', 'saya', '...', 'Meskipun', 'sepatu', 'Jokowi', 'Harganya', '100', 'juta', '...', 'Dimata', 'saya', ',', 'Jokowi', 'tetap', 'sederhana', 'Mau', 'pake', 'Baju', 'Hugo', 'Boss', 'pun', '...', ',', 'di', 'mata', 'saya', 'Jokowi', 'tetap', 'terlihat', '...', 'https://www.facebook.com/100001227365004/posts/2315478811836342/Â', 'â', '€', '¦']","['jokowi', 'tetap', 'sederhana', 'di', 'mata', 'saya', 'di', 'mata', 'saya', '', 'meski', 'sepatu', 'jokowi', 'harga', '100', 'juta', '', 'mata', 'saya', '', 'jokowi', 'tetap', 'sederhana', 'mau', 'pake', 'baju', 'hugo', 'boss', 'pun', '', '', 'di', 'mata', 'saya', 'jokowi', 'tetap', 'lihat', '', 'https www facebook com 100001227365004 posts 2315478811836342', '', '', '']",jokowi tetap sederhana di mata saya di mata saya  meski sepatu jokowi harga  juta  mata saya  jokowi tetap sederhana mau pake baju hugo boss pun   di mata saya jokowi tetap lihat   www facebook com  posts    
positif,Ternyata Jokowi lebih mengerti tetangga ekonomi negara dari pada uno,Ternyata Jokowi lebih mengerti tetangga ekonomi negara dari pada uno,"['Ternyata', 'Jokowi', 'lebih', 'mengerti', 'tetangga', 'ekonomi', 'negara', 'dari', 'pada', 'uno']","['nyata', 'jokowi', 'lebih', 'erti', 'tetangga', 'ekonomi', 'negara', 'dari', 'pada', 'uno']",nyata jokowi lebih erti tetangga ekonomi negara dari pada uno
netral,Meneropong Kondisi Makro Ekonomi Indonesia di Era Jokowi  https://m.liputan6.com/bisnis/read/3940859/meneropong-kondisi-makro-ekonomi-indonesia-di-era-jokowiÂ â€¦,Meneropong Kondisi Makro Ekonomi Indonesia di Era Jokowi  https://m.liputan6.com/bisnis/read/3940859/meneropong-kondisi-makro-ekonomi-indonesia-di-era-jokowiÂ â€¦,"['Meneropong', 'Kondisi', 'Makro', 'Ekonomi', 'Indonesia', 'di', 'Era', 'Jokowi', 'https://m.liputan6.com/bisnis/read/3940859/meneropong-kondisi-makro-ekonomi-indonesia-di-era-jokowiÂ', 'â', '€', '¦']","['teropong', 'kondisi', 'makro', 'ekonomi', 'indonesia', 'di', 'era', 'jokowi', 'https m liputan6 com bisnis read 3940859 meneropong-kondisi-makro-ekonomi-indonesia-di-era-jokowi', '', '', '']",teropong kondisi makro ekonomi indonesia di era jokowi  m liputan com bisnis read  meneropongkondisimakroekonomiindonesiadierajokowi   
negatif,Baik kan tim nya pak Jokowi?..dikasih duit (katanya)..karena kami paham betapa gembel nya hidupnya kampret..makanya rela harga diri ditukar sama uang yg buat beli bensin mobil aja kagak cukup ðŸ¤­ðŸ¤­,Baik kan tim nya pak Jokowi?..dikasih duit (katanya)..karena kami paham betapa gembel nya hidupnya kampret..makanya rela harga diri ditukar sama uang yg buat beli bensin mobil aja kagak cukup ðŸ¤­ðŸ¤­,"['Baik', 'kan', 'tim', 'nya', 'pak', 'Jokowi', '?', '..', 'dikasih', 'duit', '(', 'katanya', ')', '..', 'karena', 'kami', 'paham', 'betapa', 'gembel', 'nya', 'hidupnya', 'kampret', '..', 'makanya', 'rela', 'harga', 'diri', 'ditukar', 'sama', 'uang', 'yg', 'buat', 'beli', 'bensin', 'mobil', 'aja', 'kagak', 'cukup', 'ðŸ', '¤', '\xad', 'ðŸ', '¤', '\xad']","['baik', 'kan', 'tim', 'nya', 'pak', 'jokowi', '', '', 'kasih', 'duit', '', 'kata', '', '', 'karena', 'kami', 'paham', 'betapa', 'gembel', 'nya', 'hidup', 'kampret', '', 'makanya', 'rela', 'harga', 'diri', 'tukar', 'sama', 'uang', 'yg', 'buat', 'beli', 'bensin', 'mobil', 'aja', 'kagak', 'cukup', '', '', '', '', '', '']",baik kan tim nya pak jokowi   kasih duit  kata   karena kami paham betapa gembel nya hidup kampret  makanya rela harga diri tukar sama uang yg buat beli bensin mobil aja kagak cukup      
negatif,"Bukan hanya kurang milenial, tapi memang dia sama sekali ga paham potensi bisnis di dunia digitalisasi. Apalagi jika itu tentang ekonomi kreatif dan era industri 4.0 apa yang dia tahu? Nothing! Sementara, saat ini pemerintahan jokowi sudah menyiapkan infrastruktur ke arah sana.","Bukan hanya kurang milenial, tapi memang dia sama sekali ga paham potensi bisnis di dunia digitalisasi. Apalagi jika itu tentang ekonomi kreatif dan era industri 4.0 apa yang dia tahu? Nothing! Sementara, saat ini pemerintahan jokowi sudah menyiapkan infrastruktur ke arah sana.","['Bukan', 'hanya', 'kurang', 'milenial', ',', 'tapi', 'memang', 'dia', 'sama', 'sekali', 'ga', 'paham', 'potensi', 'bisnis', 'di', 'dunia', 'digitalisasi', '.', 'Apalagi', 'jika', 'itu', 'tentang', 'ekonomi', 'kreatif', 'dan', 'era', 'industri', '4.0', 'apa', 'yang', 'dia', 'tahu', '?', 'Nothing', '!', 'Sementara', ',', 'saat', 'ini', 'pemerintahan', 'jokowi', 'sudah', 'menyiapkan', 'infrastruktur', 'ke', 'arah', 'sana', '.']","['bukan', 'hanya', 'kurang', 'milenial', '', 'tapi', 'memang', 'dia', 'sama', 'sekali', 'ga', 'paham', 'potensi', 'bisnis', 'di', 'dunia', 'digitalisasi', '', 'apalagi', 'jika', 'itu', 'tentang', 'ekonomi', 'kreatif', 'dan', 'era', 'industri', '4 0', 'apa', 'yang', 'dia', 'tahu', '', 'nothing', '', 'sementara', '', 'saat', 'ini', 'perintah', 'jokowi', 'sudah', 'siap', 'infrastruktur', 'ke', 'arah', 'sana', '']",bukan hanya kurang milenial  tapi memang dia sama sekali ga paham potensi bisnis di dunia digitalisasi  apalagi jika itu tentang ekonomi kreatif dan era industri   apa yang dia tahu  nothing  sementara  saat ini perintah jokowi sudah siap infrastruktur ke arah sana 
negatif,bisa aja sih ngikutin mereka.. tp mereka kan komunis.. mau sistem ekonomi kita komunis??,bisa aja sih ngikutin mereka.. tp mereka kan komunis.. mau sistem ekonomi kita komunis??,"['bisa', 'aja', 'sih', 'ngikutin', 'mereka', '..', 'tp', 'mereka', 'kan', 'komunis', '..', 'mau', 'sistem', 'ekonomi', 'kita', 'komunis', '?', '?']","['bisa', 'aja', 'sih', 'ngikutin', 'mereka', '', 'tp', 'mereka', 'kan', 'komunis', '', 'mau', 'sistem', 'ekonomi', 'kita', 'komunis', '', '']",bisa aja sih ngikutin mereka  tp mereka kan komunis  mau sistem ekonomi kita komunis  
negatif,"Si Jae dengan PD-nya ngajarin Prabowo-Sandi tentang Ekonomi Makro, bukan kelihatan pintar tapi kelihatan plonga-plongonya. Si Jae-Si Jae laut kok digarami.  Tuman. #TusukPrabowoSandi","Si Jae dengan PD-nya ngajarin Prabowo-Sandi tentang Ekonomi Makro, bukan kelihatan pintar tapi kelihatan plonga-plongonya. Si Jae-Si Jae laut kok digarami.  Tuman. #TusukPrabowoSandi","['Si', 'Jae', 'dengan', 'PD-nya', 'ngajarin', 'Prabowo-Sandi', 'tentang', 'Ekonomi', 'Makro', ',', 'bukan', 'kelihatan', 'pintar', 'tapi', 'kelihatan', 'plonga-plongonya', '.', 'Si', 'Jae-Si', 'Jae', 'laut', 'kok', 'digarami', '.', 'Tuman', '.', '#TusukPrabowoSandi']","['si', 'jae', 'dengan', 'pd-nya', 'ngajarin', 'prabowo-sandi', 'tentang', 'ekonomi', 'makro', '', 'bukan', 'lihat', 'pintar', 'tapi', 'lihat', 'plonga-plongonya', '', 'si', 'jae-si', 'jae', 'laut', 'kok', 'garam', '', 'tuman', '', 'tusukprabowosandi']",si jae dengan pdnya ngajarin prabowosandi tentang ekonomi makro  bukan lihat pintar tapi lihat plongaplongonya  si jaesi jae laut kok garam  tuman  tusukprabowosandi
netral,Pernyataan Prabowo Buat Demokrat Marah - Warta Ekonomi  https://www.wartaekonomi.co.id/read223689/pernyataan-prabowo-buat-demokrat-marah.htmlÂ â€¦,Pernyataan Prabowo Buat Demokrat Marah - Warta Ekonomi  https://www.wartaekonomi.co.id/read223689/pernyataan-prabowo-buat-demokrat-marah.htmlÂ â€¦,"['Pernyataan', 'Prabowo', 'Buat', 'Demokrat', 'Marah', '-', 'Warta', 'Ekonomi', 'https://www.wartaekonomi.co.id/read223689/pernyataan-prabowo-buat-demokrat-marah.htmlÂ', 'â', '€', '¦']","['nyata', 'prabowo', 'buat', 'demokrat', 'marah', '-', 'warta', 'ekonomi', 'https www wartaekonomi co id read223689 pernyataan-prabowo-buat-demokrat-marah html', '', '', '']",nyata prabowo buat demokrat marah  warta ekonomi  www wartaekonomi co id read pernyataanprabowobuatdemokratmarah html   
netral,REFOLUSI MENTAL TUH APAAAA. TOLONG JELASINNNNNNN DONG YANG SEKOLAH SAMA PENGHASILANNYA TINGGI,REFOLUSI MENTAL TUH APAAAA. TOLONG JELASINNNNNNN DONG YANG SEKOLAH SAMA PENGHASILANNYA TINGGI,"['REFOLUSI', 'MENTAL', 'TUH', 'APAAAA', '.', 'TOLONG', 'JELASINNNNNNN', 'DONG', 'YANG', 'SEKOLAH', 'SAMA', 'PENGHASILANNYA', 'TINGGI']","['refolusi', 'mental', 'tuh', 'apaaaa', '', 'tolong', 'jelasinnnnnnn', 'dong', 'yang', 'sekolah', 'sama', 'hasil', 'tinggi']",refolusi mental tuh apaaaa  tolong jelasinnnnnnn dong yang sekolah sama hasil tinggi
positif,"Loh itu gusdur yah.. saya dukung prabowo karna fatwah gusdur kalau pak @prabowo presiden yg paking ikhlas. Insya Allah tahun ini. Terbikti meski beliau pernah kalah berkali"" beliau tetap ikhlas melanjutkn perjuangan,tdi mlm sya dengar dari @sandiuno tdk akan terima gaji..","Loh itu gusdur yah.. saya dukung prabowo karna fatwah gusdur kalau pak @prabowo presiden yg paking ikhlas. Insya Allah tahun ini. Terbikti meski beliau pernah kalah berkali"" beliau tetap ikhlas melanjutkn perjuangan,tdi mlm sya dengar dari @sandiuno tdk akan terima gaji..","['Loh', 'itu', 'gusdur', 'yah', '..', 'saya', 'dukung', 'prabowo', 'karna', 'fatwah', 'gusdur', 'kalau', 'pak', '@prabowo', 'presiden', 'yg', 'paking', 'ikhlas', '.', 'Insya', 'Allah', 'tahun', 'ini', '.', 'Terbikti', 'meski', 'beliau', 'pernah', 'kalah', 'berkali', '""', 'beliau', 'tetap', 'ikhlas', 'melanjutkn', 'perjuangan', ',', 'tdi', 'mlm', 'sya', 'dengar', 'dari', '@sandiuno', 'tdk', 'akan', 'terima', 'gaji', '..']","['loh', 'itu', 'gusdur', 'yah', '', 'saya', 'dukung', 'prabowo', 'karna', 'fatwah', 'gusdur', 'kalau', 'pak', 'prabowo', 'presiden', 'yg', 'paking', 'ikhlas', '', 'insya', 'allah', 'tahun', 'ini', '', 'terbikti', 'meski', 'beliau', 'pernah', 'kalah', 'kali', '', 'beliau', 'tetap', 'ikhlas', 'melanjutkn', 'juang', '', 'tdi', 'mlm', 'sya', 'dengar', 'dari', 'sandiuno', 'tdk', 'akan', 'terima', 'gaji', '']",loh itu gusdur yah  saya dukung prabowo karna fatwah gusdur kalau pak prabowo presiden yg paking ikhlas  insya allah tahun ini  terbikti meski beliau pernah kalah kali  beliau tetap ikhlas melanjutkn juang  tdi mlm sya dengar dari sandiuno tdk akan terima gaji 
positif,@prabowo dan @sandiuno kalau diberi mandat rakyat gak akan ambil gaji. Gak di jiplak lagi tah @Dennysiregar7 ðŸ˜‚ðŸ˜‚,@prabowo dan @sandiuno kalau diberi mandat rakyat gak akan ambil gaji. Gak di jiplak lagi tah @Dennysiregar7 ðŸ˜‚ðŸ˜‚,"['@prabowo', 'dan', '@sandiuno', 'kalau', 'diberi', 'mandat', 'rakyat', 'gak', 'akan', 'ambil', 'gaji', '.', 'Gak', 'di', 'jiplak', 'lagi', 'tah', '@Dennysiregar7', 'ðŸ', '˜', '‚', 'ðŸ', '˜', '‚']","['prabowo', 'dan', 'sandiuno', 'kalau', 'beri', 'mandat', 'rakyat', 'gak', 'akan', 'ambil', 'gaji', '', 'gak', 'di', 'jiplak', 'lagi', 'tah', 'dennysiregar7', '', '', '', '', '', '']",prabowo dan sandiuno kalau beri mandat rakyat gak akan ambil gaji  gak di jiplak lagi tah dennysiregar      
positif,"Sepakat,  kubu 02 selalu mengalihkan pertanyaan dgn jawaban menyerang pribadi dan masa kepemimpinan jokowi,  mngkin selama ini mereka lupa infra,ekonomi yg meerrka nikmati saat ini ad hasil kerja jokowi dan mentri2nya.. Indonesia timur masi menginginkan jokowi....","Sepakat,  kubu 02 selalu mengalihkan pertanyaan dgn jawaban menyerang pribadi dan masa kepemimpinan jokowi,  mngkin selama ini mereka lupa infra,ekonomi yg meerrka nikmati saat ini ad hasil kerja jokowi dan mentri2nya.. Indonesia timur masi menginginkan jokowi....","['Sepakat', ',', 'kubu', '02', 'selalu', 'mengalihkan', 'pertanyaan', 'dgn', 'jawaban', 'menyerang', 'pribadi', 'dan', 'masa', 'kepemimpinan', 'jokowi', ',', 'mngkin', 'selama', 'ini', 'mereka', 'lupa', 'infra', ',', 'ekonomi', 'yg', 'meerrka', 'nikmati', 'saat', 'ini', 'ad', 'hasil', 'kerja', 'jokowi', 'dan', 'mentri', '2nya', '..', 'Indonesia', 'timur', 'masi', 'menginginkan', 'jokowi', '...']","['sepakat', '', 'kubu', '02', 'selalu', 'alih', 'tanya', 'dgn', 'jawab', 'serang', 'pribadi', 'dan', 'masa', 'pimpin', 'jokowi', '', 'mngkin', 'lama', 'ini', 'mereka', 'lupa', 'infra', '', 'ekonomi', 'yg', 'meerrka', 'nikmat', 'saat', 'ini', 'ad', 'hasil', 'kerja', 'jokowi', 'dan', 'tri', '2nya', '', 'indonesia', 'timur', 'mas', 'ingin', 'jokowi', '']",sepakat  kubu  selalu alih tanya dgn jawab serang pribadi dan masa pimpin jokowi  mngkin lama ini mereka lupa infra  ekonomi yg meerrka nikmat saat ini ad hasil kerja jokowi dan tri nya  indonesia timur mas ingin jokowi 
negatif,Akui saja perekonomian Indonesia sudah salah arah...toh pak prabowo tdk menyalahkan tapi malah menawarkan solusi utk kembali pada UUD 1945 psl 33. Jangan sok simpati hanya utk mengadu domba. rakyat butuh solusi bukan pencitraan.,Akui saja perekonomian Indonesia sudah salah arah...toh pak prabowo tdk menyalahkan tapi malah menawarkan solusi utk kembali pada UUD 1945 psl 33. Jangan sok simpati hanya utk mengadu domba. rakyat butuh solusi bukan pencitraan.,"['Akui', 'saja', 'perekonomian', 'Indonesia', 'sudah', 'salah', 'arah', '...', 'toh', 'pak', 'prabowo', 'tdk', 'menyalahkan', 'tapi', 'malah', 'menawarkan', 'solusi', 'utk', 'kembali', 'pada', 'UUD', '1945', 'psl', '33', '.', 'Jangan', 'sok', 'simpati', 'hanya', 'utk', 'mengadu', 'domba', '.', 'rakyat', 'butuh', 'solusi', 'bukan', 'pencitraan', '.']","['aku', 'saja', 'ekonomi', 'indonesia', 'sudah', 'salah', 'arah', '', 'toh', 'pak', 'prabowo', 'tdk', 'salah', 'tapi', 'malah', 'tawar', 'solusi', 'utk', 'kembali', 'pada', 'uud', '1945', 'psl', '33', '', 'jangan', 'sok', 'simpati', 'hanya', 'utk', 'adu', 'domba', '', 'rakyat', 'butuh', 'solusi', 'bukan', 'citra', '']",aku saja ekonomi indonesia sudah salah arah  toh pak prabowo tdk salah tapi malah tawar solusi utk kembali pada uud  psl   jangan sok simpati hanya utk adu domba  rakyat butuh solusi bukan citra 
positif,"Selama ini presiden Jokowi kunker keliling Indonesia bagi2 buku, sembako, sepeda dll itu menggunakan dana taktis presiden senilai 2M, jadi presiden tanpa gembar gembor menyumbangkan gaji udah menyumbang lebih dari nilai gaji yg hanya sekitar 60jt","Selama ini presiden Jokowi kunker keliling Indonesia bagi2 buku, sembako, sepeda dll itu menggunakan dana taktis presiden senilai 2M, jadi presiden tanpa gembar gembor menyumbangkan gaji udah menyumbang lebih dari nilai gaji yg hanya sekitar 60jt","['Selama', 'ini', 'presiden', 'Jokowi', 'kunker', 'keliling', 'Indonesia', 'bagi', '2', 'buku', ',', 'sembako', ',', 'sepeda', 'dll', 'itu', 'menggunakan', 'dana', 'taktis', 'presiden', 'senilai', '2M', ',', 'jadi', 'presiden', 'tanpa', 'gembar', 'gembor', 'menyumbangkan', 'gaji', 'udah', 'menyumbang', 'lebih', 'dari', 'nilai', 'gaji', 'yg', 'hanya', 'sekitar', '60jt']","['lama', 'ini', 'presiden', 'jokowi', 'kunker', 'keliling', 'indonesia', 'bagi', '2', 'buku', '', 'sembako', '', 'sepeda', 'dll', 'itu', 'guna', 'dana', 'taktis', 'presiden', 'nila', '2m', '', 'jadi', 'presiden', 'tanpa', 'gembar', 'gembor', 'sumbang', 'gaji', 'udah', 'sumbang', 'lebih', 'dari', 'nilai', 'gaji', 'yg', 'hanya', 'sekitar', '60jt']",lama ini presiden jokowi kunker keliling indonesia bagi  buku  sembako  sepeda dll itu guna dana taktis presiden nila m  jadi presiden tanpa gembar gembor sumbang gaji udah sumbang lebih dari nilai gaji yg hanya sekitar jt
negatif,"Koalisi sendiri diserang...hhh anehhh,,,, Dan juga nggak ambil gaji,, sementara dia pengusaha ,yg ada di otak kata untung","Koalisi sendiri diserang...hhh anehhh,,,, Dan juga nggak ambil gaji,, sementara dia pengusaha ,yg ada di otak kata untung","['Koalisi', 'sendiri', 'diserang', '...', 'hhh', 'anehhh', ',', ',', ',', 'Dan', 'juga', 'nggak', 'ambil', 'gaji', ',', ',', 'sementara', 'dia', 'pengusaha', ',', 'yg', 'ada', 'di', 'otak', 'kata', 'untung']","['koalisi', 'sendiri', 'serang', '', 'hhh', 'anehhh', '', '', '', 'dan', 'juga', 'nggak', 'ambil', 'gaji', '', '', 'sementara', 'dia', 'usaha', '', 'yg', 'ada', 'di', 'otak', 'kata', 'untung']",koalisi sendiri serang  hhh anehhh    dan juga nggak ambil gaji   sementara dia usaha  yg ada di otak kata untung
positif,jika 17 April Kita Mencoblos @prabowo @sandiuno itu Berarti Kita Telah Beramal Selama 5 Tahun Karena Gaji @prabowo @sandiuno Akan Disumbangkan Kepada Dhuafa dan Yatim .. Inshaa Allah   #UASdifitnahKejiDanBrutal,jika 17 April Kita Mencoblos @prabowo @sandiuno itu Berarti Kita Telah Beramal Selama 5 Tahun Karena Gaji @prabowo @sandiuno Akan Disumbangkan Kepada Dhuafa dan Yatim .. Inshaa Allah   #UASdifitnahKejiDanBrutal,"['jika', '17', 'April', 'Kita', 'Mencoblos', '@prabowo', '@sandiuno', 'itu', 'Berarti', 'Kita', 'Telah', 'Beramal', 'Selama', '5', 'Tahun', 'Karena', 'Gaji', '@prabowo', '@sandiuno', 'Akan', 'Disumbangkan', 'Kepada', 'Dhuafa', 'dan', 'Yatim', '..', 'Inshaa', 'Allah', '#UASdifitnahKejiDanBrutal']","['jika', '17', 'april', 'kita', 'coblos', 'prabowo', 'sandiuno', 'itu', 'arti', 'kita', 'telah', 'amal', 'lama', '5', 'tahun', 'karena', 'gaji', 'prabowo', 'sandiuno', 'akan', 'sumbang', 'kepada', 'dhuafa', 'dan', 'yatim', '', 'inshaa', 'allah', 'uasdifitnahkejidanbrutal']",jika  april kita coblos prabowo sandiuno itu arti kita telah amal lama  tahun karena gaji prabowo sandiuno akan sumbang kepada dhuafa dan yatim  inshaa allah uasdifitnahkejidanbrutal
positif,Presiden Prabowo dan wakil presiden sandiaga uno mengiklash gajinya untuk negara dan rakyat itulah best of the best.,Presiden Prabowo dan wakil presiden sandiaga uno mengiklash gajinya untuk negara dan rakyat itulah best of the best.,"['Presiden', 'Prabowo', 'dan', 'wakil', 'presiden', 'sandiaga', 'uno', 'mengiklash', 'gajinya', 'untuk', 'negara', 'dan', 'rakyat', 'itulah', 'best', 'of', 'the', 'best', '.']","['presiden', 'prabowo', 'dan', 'wakil', 'presiden', 'sandiaga', 'uno', 'mengiklash', 'gaji', 'untuk', 'negara', 'dan', 'rakyat', 'itu', 'best', 'of', 'the', 'best', '']",presiden prabowo dan wakil presiden sandiaga uno mengiklash gaji untuk negara dan rakyat itu best of the best 
positif,kami rakyat kecil menitipkan harapan pada bpk prabowo sandiaga..perubahan ekonomi.keadilan hukum.polihkan kembali kerukunan ber bangsa. bernegara.bertetangga antar suku.dan antar agama.itu saja.,kami rakyat kecil menitipkan harapan pada bpk prabowo sandiaga..perubahan ekonomi.keadilan hukum.polihkan kembali kerukunan ber bangsa. bernegara.bertetangga antar suku.dan antar agama.itu saja.,"['kami', 'rakyat', 'kecil', 'menitipkan', 'harapan', 'pada', 'bpk', 'prabowo', 'sandiaga', '..', 'perubahan', 'ekonomi.keadilan', 'hukum.polihkan', 'kembali', 'kerukunan', 'ber', 'bangsa', '.', 'bernegara.bertetangga', 'antar', 'suku.dan', 'antar', 'agama.itu', 'saja', '.']","['kami', 'rakyat', 'kecil', 'titip', 'harap', 'pada', 'bpk', 'prabowo', 'sandiaga', '', 'ubah', 'ekonomi adil', 'hukum polihkan', 'kembali', 'rukun', 'ber', 'bangsa', '', 'negara tetangga', 'antar', 'suku dan', 'antar', 'agama itu', 'saja', '']",kami rakyat kecil titip harap pada bpk prabowo sandiaga  ubah ekonomi adil hukum polihkan kembali rukun ber bangsa  negara tetangga antar suku dan antar agama itu saja 
negatif,krna jokowi presiden skrg ðŸ˜‚ Apapun kerusuhan di negara ini dia yg harus bertanggungjawab. Dia presiden yg dipilih rakyat dgn anggaran pemilu puluhan triliyun. Dia digaji rakyat utk menyelesaikan apapun problem yg menyangkut rakyat #UASdifitnahKejiDanBrutal  shame on you @jokowi,krna jokowi presiden skrg ðŸ˜‚ Apapun kerusuhan di negara ini dia yg harus bertanggungjawab. Dia presiden yg dipilih rakyat dgn anggaran pemilu puluhan triliyun. Dia digaji rakyat utk menyelesaikan apapun problem yg menyangkut rakyat #UASdifitnahKejiDanBrutal  shame on you @jokowi,"['krna', 'jokowi', 'presiden', 'skrg', 'ðŸ', '˜', '‚', 'Apapun', 'kerusuhan', 'di', 'negara', 'ini', 'dia', 'yg', 'harus', 'bertanggungjawab', '.', 'Dia', 'presiden', 'yg', 'dipilih', 'rakyat', 'dgn', 'anggaran', 'pemilu', 'puluhan', 'triliyun', '.', 'Dia', 'digaji', 'rakyat', 'utk', 'menyelesaikan', 'apapun', 'problem', 'yg', 'menyangkut', 'rakyat', '#UASdifitnahKejiDanBrutal', 'shame', 'on', 'you', '@jokowi']","['krna', 'jokowi', 'presiden', 'skrg', '', '', '', 'apa', 'rusuh', 'di', 'negara', 'ini', 'dia', 'yg', 'harus', 'bertanggungjawab', '', 'dia', 'presiden', 'yg', 'pilih', 'rakyat', 'dgn', 'anggar', 'milu', 'puluh', 'triliyun', '', 'dia', 'gaji', 'rakyat', 'utk', 'selesai', 'apa', 'problem', 'yg', 'sangkut', 'rakyat', 'uasdifitnahkejidanbrutal', 'shame', 'on', 'you', 'jokowi']",krna jokowi presiden skrg    apa rusuh di negara ini dia yg harus bertanggungjawab  dia presiden yg pilih rakyat dgn anggar milu puluh triliyun  dia gaji rakyat utk selesai apa problem yg sangkut rakyat uasdifitnahkejidanbrutal shame on you jokowi
positif,"6. Benar kata Prabowo, ekonomi Indonesia salah arah. Ekonomi makro salah arah berdampak pd ekonomi mikro. Yg merasakan dampak emak2 dn masyarakat kls menengah kebawah. Cara pandang yg luar biasa tentang Indonesia, didukung pikiran-pikiran besar dan argumentasi yang kuat...","6. Benar kata Prabowo, ekonomi Indonesia salah arah. Ekonomi makro salah arah berdampak pd ekonomi mikro. Yg merasakan dampak emak2 dn masyarakat kls menengah kebawah. Cara pandang yg luar biasa tentang Indonesia, didukung pikiran-pikiran besar dan argumentasi yang kuat...","['6', '.', 'Benar', 'kata', 'Prabowo', ',', 'ekonomi', 'Indonesia', 'salah', 'arah', '.', 'Ekonomi', 'makro', 'salah', 'arah', 'berdampak', 'pd', 'ekonomi', 'mikro', '.', 'Yg', 'merasakan', 'dampak', 'emak', '2', 'dn', 'masyarakat', 'kls', 'menengah', 'kebawah', '.', 'Cara', 'pandang', 'yg', 'luar', 'biasa', 'tentang', 'Indonesia', ',', 'didukung', 'pikiran-pikiran', 'besar', 'dan', 'argumentasi', 'yang', 'kuat', '...']","['6', '', 'benar', 'kata', 'prabowo', '', 'ekonomi', 'indonesia', 'salah', 'arah', '', 'ekonomi', 'makro', 'salah', 'arah', 'dampak', 'pd', 'ekonomi', 'mikro', '', 'yg', 'rasa', 'dampak', 'emak', '2', 'dn', 'masyarakat', 'kls', 'tengah', 'bawah', '', 'cara', 'pandang', 'yg', 'luar', 'biasa', 'tentang', 'indonesia', '', 'dukung', 'pikir', 'besar', 'dan', 'argumentasi', 'yang', 'kuat', '']",  benar kata prabowo  ekonomi indonesia salah arah  ekonomi makro salah arah dampak pd ekonomi mikro  yg rasa dampak emak  dn masyarakat kls tengah bawah  cara pandang yg luar biasa tentang indonesia  dukung pikir besar dan argumentasi yang kuat 
