sentimen,tweet,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
positif,pilihlah pemimpin yang siap berkorban dan wakafkan diri dan hartanya untuk bangsa indonesia bahkan gajinya di infakkan untuk kaum duafa dan miskin jangan cari yang jual beli jabatan    jangan cari yang hobby serangan fajar,"['pilihlah', 'pemimpin', 'yang', 'siap', 'berkorban', 'dan', 'wakafkan', 'diri', 'dan', 'hartanya', 'untuk', 'bangsa', 'indonesia', '...', 'bahkan', 'gajinya', 'di', 'infakkan', 'untuk', 'kaum', 'duafa', 'dan', 'miskin', '.', 'jangan', 'cari', 'yang', 'jual', 'beli', 'jabatan', '. .', 'jangan', 'cari', 'yang', 'hobby', 'serangan', 'fajar', '...']","['pilihlah', 'pemimpin', 'berkorban', 'wakafkan', 'hartanya', 'bangsa', 'indonesia', '...', 'gajinya', 'infakkan', 'kaum', 'duafa', 'miskin', '.', 'cari', 'jual', 'beli', 'jabatan', '. .', 'cari', 'hobby', 'serangan', 'fajar', '...']","['pilih', 'pimpin', 'korban', 'wakaf', 'harta', 'bangsa', 'indonesia', '', 'gaji', 'infak', 'kaum', 'duafa', 'miskin', '', 'cari', 'jual', 'beli', 'jabat', '', 'cari', 'hobby', 'serang', 'fajar', '']",pilih pimpin korban wakaf harta bangsa indonesia  gaji infak kaum duafa miskin  cari jual beli jabat  cari hobby serang fajar 
positif,prabowo jangankan harta jiwa raga saya akan saya berikan sandiaga gaji kami akan sedekahkan baru kali ini dalam sejarah nkri  merasa luar biasa,"['prabowo', ':', 'jangankan', 'harta', ',', 'jiwa', 'raga', 'saya', 'akan', 'saya', 'berikan', '.', 'sandiaga', ':', 'gaji', 'kami', 'akan', 'sedekahkan', '.', 'baru', 'kali', 'ini', 'dalam', 'sejarah', 'nkri', 'â', '€', '”', 'merasa', 'luar', 'biasa']","['prabowo', ':', 'harta', ',', 'jiwa', 'raga', '.', 'sandiaga', ':', 'gaji', 'sedekahkan', '.', 'kali', 'sejarah', 'nkri', 'â', '€', '”']","['prabowo', '', 'harta', '', 'jiwa', 'raga', '', 'sandiaga', '', 'gaji', 'sedekah', '', 'kali', 'sejarah', 'nkri', '', '', '']",prabowo  harta  jiwa raga  sandiaga  gaji sedekah  kali sejarah nkri   
netral,jika menang pilpres  prabowo  sandi janji tidak akan ambil gaji,"['jika', 'menang', 'pilpres', '2019', ',', 'prabowo', '-', 'sandi', 'janji', 'tidak', 'akan', 'ambil', 'gaji']","['menang', 'pilpres', '2019', ',', 'prabowo', '-', 'sandi', 'janji', 'ambil', 'gaji']","['menang', 'pilpres', '2019', '', 'prabowo', '-', 'sandi', 'janji', 'ambil', 'gaji']",menang pilpres 2019  prabowo - sandi janji ambil gaji
netral, capres jokowi tegaskan bahwa pancasila harga mati pancasilahargamati lestarikanpancasila,"['1', '.', 'capres', 'jokowi', 'tegaskan', 'bahwa', 'pancasila', 'harga', 'mati', '#pancasilahargamati', '#lestarikanpancasila']","['1', '.', 'capres', 'jokowi', 'tegaskan', 'pancasila', 'harga', 'mati', '#pancasilahargamati', '#lestarikanpancasila']","['1', '', 'capres', 'jokowi', 'tegas', 'pancasila', 'harga', 'mati', 'pancasilahargamati', 'lestarikanpancasila']",1  capres jokowi tegas pancasila harga mati pancasilahargamati lestarikanpancasila
positif,dengan mencoblos prabowo sandi artinya anda dapat pahala selama  tahun karena gaji prabowo sandi akan disumbangkan ke yatim dan org miskin sekali tusuk pahala mengalir  tahun uasdifitnahkejidanbrutal tusukprabowosandi,"['dengan', 'mencoblos', 'prabowo', 'sandi', ',', 'artinya', 'anda', 'dapat', 'pahala', 'selama', '5', 'tahun', '.', 'karena', 'gaji', 'prabowo', 'sandi', 'akan', 'disumbangkan', 'ke', 'yatim', 'dan', 'org', 'miskin', '.', 'sekali', 'tusuk', 'pahala', 'mengalir', '5', 'tahun', '.', '#uasdifitnahkejidanbrutal', '#tusukprabowosandi']","['mencoblos', 'prabowo', 'sandi', ',', 'pahala', '5', '.', 'gaji', 'prabowo', 'sandi', 'disumbangkan', 'yatim', 'org', 'miskin', '.', 'tusuk', 'pahala', 'mengalir', '5', '.', '#uasdifitnahkejidanbrutal', '#tusukprabowosandi']","['coblos', 'prabowo', 'sandi', '', 'pahala', '5', '', 'gaji', 'prabowo', 'sandi', 'sumbang', 'yatim', 'org', 'miskin', '', 'tusuk', 'pahala', 'alir', '5', '', 'uasdifitnahkejidanbrutal', 'tusukprabowosandi']",coblos prabowo sandi  pahala 5  gaji prabowo sandi sumbang yatim org miskin  tusuk pahala alir 5  uasdifitnahkejidanbrutal tusukprabowosandi
negatif,buka mata siapa yg mau beli saham indosat yg rugi trilliuanan hny jmn jokowi infrastruktur  bbm  harga di seluruh indonesia  terus apa yg lu banggain dari wowo cerai di pecat gaji karyawan sndri ga dbyr menghina rakyat tp ujungnya minta sumbangan raja hoax dll  pictwittercomjiqtatzxii,"['buka', 'mata', ',', 'siapa', 'yg', 'mau', 'beli', 'saham', 'indosat', 'yg', 'rugi', 'trilliuanan', '?', 'hny', 'jmn', 'jokowi', 'infrastruktur', '&', 'bbm', '1', 'harga', 'di', 'seluruh', 'indonesia', '.', 'terus', 'apa', 'yg', 'lu', 'banggain', 'dari', 'wowo', '?', 'cerai', ',', 'di', 'pecat', ',', 'gaji', 'karyawan', 'sndri', 'ga', 'dbyr', ',', 'menghina', 'rakyat', 'tp', 'ujung', '2nya', 'minta', 'sumbanganðÿ', '˜', '€', 'ðÿ', '˜', '€', 'ðÿ', '˜', '€', ',', 'raja', 'hoax', 'dll', '.', 'ðÿ', '˜', '€', 'pic.twitter.com/jiqtatzxii']","['buka', 'mata', ',', 'yg', 'beli', 'saham', 'indosat', 'yg', 'rugi', 'trilliuanan', '?', 'hny', 'jmn', 'jokowi', 'infrastruktur', '&', 'bbm', '1', 'harga', 'indonesia', '.', 'yg', 'lu', 'banggain', 'wowo', '?', 'cerai', ',', 'pecat', ',', 'gaji', 'karyawan', 'sndri', 'ga', 'dbyr', ',', 'menghina', 'rakyat', 'tp', 'ujung', '2nya', 'sumbanganðÿ', '˜', '€', 'ðÿ', '˜', '€', 'ðÿ', '˜', '€', ',', 'raja', 'hoax', 'dll', '.', 'ðÿ', '˜', '€', 'pic.twitter.com/jiqtatzxii']","['buka', 'mata', '', 'yg', 'beli', 'saham', 'indosat', 'yg', 'rugi', 'trilliuanan', '', 'hny', 'jmn', 'jokowi', 'infrastruktur', '', 'bbm', '1', 'harga', 'indonesia', '', 'yg', 'lu', 'banggain', 'wowo', '', 'cerai', '', 'pecat', '', 'gaji', 'karyawan', 'sndri', 'ga', 'dbyr', '', 'hina', 'rakyat', 'tp', 'ujung', '2nya', 'sumbang', '', '', '', '', '', '', '', '', '', 'raja', 'hoax', 'dll', '', '', '', '', 'pic twitter com jiqtatzxii']",buka mata  yg beli saham indosat yg rugi trilliuanan  hny jmn jokowi infrastruktur  bbm 1 harga indonesia  yg lu banggain wowo  cerai  pecat  gaji karyawan sndri ga dbyr  hina rakyat tp ujung 2nya sumbang          raja hoax dll     pic twitter com jiqtatzxii
positif,dg bangga membangkitkan kembali usaha ekonomi kerakyatan gerakanbisakerja gerakanhargamurah  dialog wirausaha bersama  bang   mak  ketum penggerak pepes okoce lokasi muding denpasar titik ke       pepesbali pictwittercomkplfwococs,"['dg', 'bangga', ',', 'membangkitkan', 'kembali', 'usaha', 'ekonomi', 'kerakyatan', ',', '#gerakanbisakerja', '#gerakanhargamurah', 'dialog', 'wirausaha', 'bersama', ':', 'bang', '@indrauno', '&', 'mak', '@swulllll', '(', 'ketum', 'penggerak', 'pepes', 'okoce', ')', 'lokasi', ':', 'muding', 'denpasar', 'titik', 'ke', '4', '@pepesofficial', '@b_fjakarta', '@prabowo', '@sandiuno', '#pepesbali', 'pic.twitter.com/kplfwococs']","['dg', 'bangga', ',', 'membangkitkan', 'usaha', 'ekonomi', 'kerakyatan', ',', '#gerakanbisakerja', '#gerakanhargamurah', 'dialog', 'wirausaha', ':', 'bang', '@indrauno', '&', 'mak', '@swulllll', '(', 'ketum', 'penggerak', 'pepes', 'okoce', ')', 'lokasi', ':', 'muding', 'denpasar', 'titik', '4', '@pepesofficial', '@b_fjakarta', '@prabowo', '@sandiuno', '#pepesbali', 'pic.twitter.com/kplfwococs']","['dg', 'bangga', '', 'bangkit', 'usaha', 'ekonomi', 'rakyat', '', 'gerakanbisakerja', 'gerakanhargamurah', 'dialog', 'wirausaha', '', 'bang', 'indrauno', '', 'mak', 'swulllll', '', 'tum', 'gerak', 'pepes', 'okoce', '', 'lokasi', '', 'muding', 'denpasar', 'titik', '4', 'pepesofficial', 'b fjakarta', 'prabowo', 'sandiuno', 'pepesbali', 'pic twitter com kplfwococs']",dg bangga  bangkit usaha ekonomi rakyat  gerakanbisakerja gerakanhargamurah dialog wirausaha  bang indrauno  mak swulllll  tum gerak pepes okoce  lokasi  muding denpasar titik 4 pepesofficial b fjakarta prabowo sandiuno pepesbali pic twitter com kplfwococs
negatif,horang kaya mah bebas ya pak  dan pak  gak butuh gaji tapi butuh bagi lahan dan jabatan nanti gantinya ,"['horang', 'kaya', 'mah', 'bebas', 'ya', 'pak', '@prabowo', 'dan', 'pak', '@sandiuno', 'gak', 'butuh', 'gaji', 'tapi', 'butuh', 'bagi', '2', 'lahan', 'dan', 'jabatan', 'nanti', 'gantinya', 'ðÿ', '˜', '‚']","['horang', 'kaya', 'mah', 'bebas', 'ya', '@prabowo', '@sandiuno', 'gak', 'butuh', 'gaji', 'butuh', '2', 'lahan', 'jabatan', 'gantinya', 'ðÿ', '˜', '‚']","['horang', 'kaya', 'mah', 'bebas', 'ya', 'prabowo', 'sandiuno', 'gak', 'butuh', 'gaji', 'butuh', '2', 'lahan', 'jabat', 'ganti', '', '', '']",horang kaya mah bebas ya prabowo sandiuno gak butuh gaji butuh 2 lahan jabat ganti   
positif,pak jokowi sdh memerintah  thn dan harga stabil serta terjangkauanda yakin dgn janji prabowosandi  apa taruhan mu kku janji mereka bisa jd kenyataan,"['pak', 'jokowi', 'sdh', 'memerintah', '4,5', 'thn', 'dan', 'harga', 'stabil', 'serta', 'terjangkau', '...', 'anda', 'yakin', 'dgn', 'janji', 'prabowo-sandi', '?', '?', '?', 'apa', 'taruhan', 'mu', 'kku', 'janji', 'mereka', 'bisa', 'jd', 'kenyataan', '...', '?', '?', '?']","['jokowi', 'sdh', 'memerintah', '4,5', 'thn', 'harga', 'stabil', 'terjangkau', '...', 'dgn', 'janji', 'prabowo-sandi', '?', '?', '?', 'taruhan', 'mu', 'kku', 'janji', 'jd', 'kenyataan', '...', '?', '?', '?']","['jokowi', 'sdh', 'perintah', '4 5', 'thn', 'harga', 'stabil', 'jangkau', '', 'dgn', 'janji', 'prabowo-sandi', '', '', '', 'taruh', 'mu', 'kku', 'janji', 'jd', 'nyata', '', '', '', '']",jokowi sdh perintah 4 5 thn harga stabil jangkau  dgn janji prabowo-sandi    taruh mu kku janji jd nyata    
netral,bagi jokowi pancasila harga mati pancasilahargamati lestarikanpancasila pictwittercomtdohfu,"['bagi', 'jokowi', 'pancasila', 'harga', 'mati', '#pancasilahargamati', '#lestarikanpancasila', 'pic.twitter.com/7tdo0h7fu3']","['jokowi', 'pancasila', 'harga', 'mati', '#pancasilahargamati', '#lestarikanpancasila', 'pic.twitter.com/7tdo0h7fu3']","['jokowi', 'pancasila', 'harga', 'mati', 'pancasilahargamati', 'lestarikanpancasila', 'pic twitter com 7tdo0h7fu3']",jokowi pancasila harga mati pancasilahargamati lestarikanpancasila pic twitter com 7tdo0h7fu3
positif,salah lagi jokowi lah balik lagi kalau gue simple kalau mau umr jakarta ya kerja di jakarta kalau mau lebih gede ya cari yg lebih gede emang ada gaji jt cuma beresin rumah kagak ada temen gue aja pns entah golongan apa gitu gajinya cuma jt lebih kok,"['salah', 'lagi', 'jokowi', '.', 'lah', 'balik', 'lagi', '.', 'kalau', 'gue', 'simple', '.', 'kalau', 'mau', 'umr', 'jakarta', 'ya', 'kerja', 'di', 'jakarta', '.', 'kalau', 'mau', 'lebih', 'gede', 'ya', 'cari', 'yg', 'lebih', 'gede', '.', 'emang', 'ada', 'gaji', '7-8', 'jt', 'cuma', 'beresin', 'rumah', '?', 'kagak', 'ada', '.', 'temen', 'gue', 'aja', 'pns', 'entah', 'golongan', 'apa', 'gitu', 'gajinya', 'cuma', '2jt', 'lebih', 'kok']","['salah', 'jokowi', '.', '.', 'gue', 'simple', '.', 'umr', 'jakarta', 'ya', 'kerja', 'jakarta', '.', 'gede', 'ya', 'cari', 'yg', 'gede', '.', 'emang', 'gaji', '7-8', 'jt', 'beresin', 'rumah', '?', 'kagak', '.', 'temen', 'gue', 'aja', 'pns', 'golongan', 'gitu', 'gajinya', '2jt']","['salah', 'jokowi', '', '', 'gue', 'simple', '', 'umr', 'jakarta', 'ya', 'kerja', 'jakarta', '', 'gede', 'ya', 'cari', 'yg', 'gede', '', 'emang', 'gaji', '7-8', 'jt', 'resin', 'rumah', '', 'kagak', '', 'temen', 'gue', 'aja', 'pns', 'golong', 'gitu', 'gaji', '2jt']",salah jokowi   gue simple  umr jakarta ya kerja jakarta  gede ya cari yg gede  emang gaji 7-8 jt resin rumah  kagak  temen gue aja pns golong gitu gaji 2jt
positif,byk senjata yg bisa dipakai buat menskak mat  apalg urusan pajak tp p jokowi berusaha tetep didlm jalur gemes lihatnya,"['byk', 'senjata', 'yg', 'bisa', 'dipakai', 'buat', 'men-skak', 'mat', '02', 'apalg', 'urusan', 'pajak', 'tp', 'p', 'jokowi', 'berusaha', 'tetep', 'didlm', 'jalur', '.', 'gemes', 'lihatnyaðÿ', '˜', '¤']","['byk', 'senjata', 'yg', 'dipakai', 'men-skak', 'mat', '02', 'apalg', 'urusan', 'pajak', 'tp', 'p', 'jokowi', 'berusaha', 'tetep', 'didlm', 'jalur', '.', 'gemes', 'lihatnyaðÿ', '˜', '¤']","['byk', 'senjata', 'yg', 'pakai', 'men-skak', 'mat', '02', 'apalg', 'urus', 'pajak', 'tp', 'p', 'jokowi', 'usaha', 'tetep', 'didlm', 'jalur', '', 'gemes', 'lihat', '', '']",byk senjata yg pakai men-skak mat 02 apalg urus pajak tp p jokowi usaha tetep didlm jalur  gemes lihat  
positif,apapun hasilnya di  april  nanti mari kita hargai keputusan bersama mau jokowi kembali menjabat atau prabowo akan menjadi presiden ri yg baru kita harus tetap jaga kedamaian nkri ini,"['apapun', 'hasilnya', 'di', '17', 'april', '2019', 'nanti', ',', 'mari', 'kita', 'hargai', 'keputusan', 'bersama', '.', 'mau', 'jokowi', 'kembali', 'menjabat', 'atau', 'prabowo', 'akan', 'menjadi', 'presiden', 'ri', 'yg', 'baru', ',', 'kita', 'harus', 'tetap', 'jaga', 'kedamaian', 'nkri', 'ini', ',', ',']","['apapun', 'hasilnya', '17', 'april', '2019', ',', 'mari', 'hargai', 'keputusan', '.', 'jokowi', 'menjabat', 'prabowo', 'presiden', 'ri', 'yg', ',', 'jaga', 'kedamaian', 'nkri', ',', ',']","['apa', 'hasil', '17', 'april', '2019', '', 'mari', 'harga', 'putus', '', 'jokowi', 'jabat', 'prabowo', 'presiden', 'ri', 'yg', '', 'jaga', 'damai', 'nkri', '', '']",apa hasil 17 april 2019  mari harga putus  jokowi jabat prabowo presiden ri yg  jaga damai nkri  
positif,kayanya negri ini dengan berjuta budayanya banyak negara yang iri akan beragamnya budaya yang ada di indonesia dan  adalah salah satu orang yang sangat menghargai akan budaya kita dan melestarikanya hingga dijadikan destinasi wisata di setiap daeraah,"['kayanya', 'negri', 'ini', 'dengan', 'berjuta', 'budayanya', ',', 'banyak', 'negara', 'yang', 'iri', 'akan', 'beragamnya', 'budaya', 'yang', 'ada', 'di', 'indonesia', ',', 'dan', '@jokowi', 'adalah', 'salah', 'satu', 'orang', 'yang', 'sangat', 'menghargai', 'akan', 'budaya', 'kita', 'dan', 'melestarikanya', '.', 'hingga', 'dijadikan', 'destinasi', 'wisata', 'di', 'setiap', 'daeraah']","['kayanya', 'negri', 'berjuta', 'budayanya', ',', 'negara', 'iri', 'beragamnya', 'budaya', 'indonesia', ',', '@jokowi', 'salah', 'orang', 'menghargai', 'budaya', 'melestarikanya', '.', 'dijadikan', 'destinasi', 'wisata', 'daeraah']","['kaya', 'negri', 'juta', 'budaya', '', 'negara', 'iri', 'agam', 'budaya', 'indonesia', '', 'jokowi', 'salah', 'orang', 'harga', 'budaya', 'melestarikanya', '', 'jadi', 'destinasi', 'wisata', 'daeraah']",kaya negri juta budaya  negara iri agam budaya indonesia  jokowi salah orang harga budaya melestarikanya  jadi destinasi wisata daeraah
positif,dengan perbedaan ada di indonesia kita harus saling menghargai satu sama lain itu selalu di lakukan pak de jokowi,"['dengan', 'perbedaan', 'ada', 'di', 'indonesia', '..', 'kita', 'harus', 'saling', 'menghargai', 'satu', 'sama', 'lain', '..', 'itu', 'selalu', 'di', 'lakukan', 'pak', 'de', 'jokowi']","['perbedaan', 'indonesia', '..', 'menghargai', '..', 'lakukan', 'de', 'jokowi']","['beda', 'indonesia', '', 'harga', '', 'laku', 'de', 'jokowi']",beda indonesia  harga  laku de jokowi
netral,pancasila dan nkri itu sudah harga mati dan tidak bisa di ganggu gugat pictwittercomkferukl,"['pancasila', 'dan', 'nkri', 'itu', 'sudah', 'harga', 'mati', 'dan', 'tidak', 'bisa', 'di', 'ganggu', 'gugat', '..', 'pic.twitter.com/kfer14u2kl']","['pancasila', 'nkri', 'harga', 'mati', 'ganggu', 'gugat', '..', 'pic.twitter.com/kfer14u2kl']","['pancasila', 'nkri', 'harga', 'mati', 'ganggu', 'gugat', '', 'pic twitter com kfer14u2kl']",pancasila nkri harga mati ganggu gugat  pic twitter com kfer14u2kl
negatif,tp bagian dari ekonomi digital tampak prabowo tdk mengerti  ,"['tp', 'bagian', 'dari', 'ekonomi', 'digital', '.', 'tampak', 'prabowo', 'tdk', 'mengerti', 'https://twitter.com/gerindra/status/1117083874733879297â', 'â', '€', '¦']","['tp', 'ekonomi', 'digital', '.', 'prabowo', 'tdk', 'mengerti', 'https://twitter.com/gerindra/status/1117083874733879297â', 'â', '€', '¦']","['tp', 'ekonomi', 'digital', '', 'prabowo', 'tdk', 'erti', 'https twitter com gerindra status 1117083874733879297', '', '', '']",tp ekonomi digital  prabowo tdk erti https twitter com gerindra status 1117083874733879297   
netral,pengamat tak hanya pertumbuhan jokowi laksanakan pemerataan dan keadilan ekonomi   pictwittercomqkpavqxlx,"['pengamat', ':', 'tak', 'hanya', 'pertumbuhan', ',', 'jokowi', 'laksanakan', 'pemerataan', 'dan', 'keadilan', 'ekonomi', 'http://dlvr.it/r2njjyâ', 'pic.twitter.com/qkp3avqxlx']","['pengamat', ':', 'pertumbuhan', ',', 'jokowi', 'laksanakan', 'pemerataan', 'keadilan', 'ekonomi', 'http://dlvr.it/r2njjyâ', 'pic.twitter.com/qkp3avqxlx']","['amat', '', 'tumbuh', '', 'jokowi', 'laksana', 'perata', 'adil', 'ekonomi', 'http dlvr it r2njjy', 'pic twitter com qkp3avqxlx']",amat  tumbuh  jokowi laksana perata adil ekonomi http dlvr it r2njjy pic twitter com qkp3avqxlx
negatif,ingin semakin sontoloyo aplud jainudin eps biar makin ngaciro hahaha jainudin ngaciro sang raja bohong saya sih yaa no pilih dia naik mobil bayar pajak pakai jalan bayar mahal kok bilang infrastruktur buat rakyat kerja kerja kerja ya buat ngerjain rakyat,"['ingin', 'semakin', 'sontoloyo', 'aplud', 'jainudin', 'eps', 'biar', 'makin', 'ngaciro', '.', 'hahaha', 'jainudin', 'ngaciro', 'sang', 'raja', 'bohong', '!', '!', 'saya', 'sih', 'yaa', 'no', 'pilih', 'dia', '.', 'naik', 'mobil', 'bayar', 'pajak', 'pakai', 'jalan', 'bayar', 'mahal', 'kok', 'bilang', 'infrastruktur', 'buat', 'rakyat', '.', 'kerja', 'kerja', 'kerja', 'ya', 'buat', 'ngerjain', 'rakyat']","['sontoloyo', 'aplud', 'jainudin', 'eps', 'biar', 'ngaciro', '.', 'hahaha', 'jainudin', 'ngaciro', 'sang', 'raja', 'bohong', '!', '!', 'sih', 'yaa', 'no', 'pilih', '.', 'mobil', 'bayar', 'pajak', 'pakai', 'jalan', 'bayar', 'mahal', 'bilang', 'infrastruktur', 'rakyat', '.', 'kerja', 'kerja', 'kerja', 'ya', 'ngerjain', 'rakyat']","['sontoloyo', 'aplud', 'jainudin', 'eps', 'biar', 'ngaciro', '', 'hahaha', 'jainudin', 'ngaciro', 'sang', 'raja', 'bohong', '', '', 'sih', 'yaa', 'no', 'pilih', '', 'mobil', 'bayar', 'pajak', 'pakai', 'jalan', 'bayar', 'mahal', 'bilang', 'infrastruktur', 'rakyat', '', 'kerja', 'kerja', 'kerja', 'ya', 'ngerjain', 'rakyat']",sontoloyo aplud jainudin eps biar ngaciro  hahaha jainudin ngaciro sang raja bohong   sih yaa no pilih  mobil bayar pajak pakai jalan bayar mahal bilang infrastruktur rakyat  kerja kerja kerja ya ngerjain rakyat
positif,pak kyai terpana  terpesona bagaimana chemistry  dan  begitu lekat padahal babang sandi lebih muda tetapi dihargai sementara kma yg sudah sepuh ngak diuwongke  nggak ada tadim dgn ulama  siangnya beliau tak boleh naik panggung aprilpilihprabowosandi,"['pak', 'kyai', 'terpana', '&', 'terpesona', 'bagaimana', 'chemistry', '@prabowo', 'dan', '@sandiuno', 'begitu', 'lekat', '.', 'padahal', 'babang', 'sandi', 'lebih', 'muda', ',', 'tetapi', 'dihargai', '.', 'sementara', 'kma', 'yg', 'sudah', 'sepuh', 'ngak', 'di-uwongke', '.', 'nggak', 'ada', ""ta'dim"", 'dgn', 'ulama', ""'"", '.', 'siangnya', 'beliau', 'tak', 'boleh', 'naik', 'panggung', '#17aprilpilihprabowosandi']","['kyai', 'terpana', '&', 'terpesona', 'chemistry', '@prabowo', '@sandiuno', 'lekat', '.', 'babang', 'sandi', 'muda', ',', 'dihargai', '.', 'kma', 'yg', 'sepuh', 'ngak', 'di-uwongke', '.', 'nggak', ""ta'dim"", 'dgn', 'ulama', ""'"", '.', 'siangnya', 'beliau', 'panggung', '#17aprilpilihprabowosandi']","['kyai', 'terpana', '', 'pesona', 'chemistry', 'prabowo', 'sandiuno', 'lekat', '', 'babang', 'sandi', 'muda', '', 'harga', '', 'kma', 'yg', 'sepuh', 'ngak', 'di-uwongke', '', 'nggak', 'ta dim', 'dgn', 'ulama', '', '', 'siang', 'beliau', 'panggung', '17aprilpilihprabowosandi']",kyai terpana  pesona chemistry prabowo sandiuno lekat  babang sandi muda  harga  kma yg sepuh ngak di-uwongke  nggak ta dim dgn ulama   siang beliau panggung 17aprilpilihprabowosandi
positif,kamu terlalu baik pak uno dan pak prabowo komitmen gaji kalian gak kalian ambil padahal itu hak kalian semoga kalian amanah jangan lupa salam  jari salam jak mania hahaha  ,"['kamu', 'terlalu', 'baik', 'pak', 'uno', 'dan', 'pak', 'prabowo', ',', 'komitmen', 'gaji', 'kalian', 'gak', 'kalian', 'ambil', '.', 'padahal', 'itu', 'hak', 'kalian', '.', 'semoga', 'kalian', 'amanah', '.', 'jangan', 'lupa', 'salam', '2', 'jari', ',', 'salam', 'jak', 'maniaðÿ', '‘', '†', 'ðÿ', '\x8f', '»', 'ðÿ', '‘', '†', 'ðÿ', '\x8f', '»', 'hahaha', 'https://twitter.com/hirukhy_chiehan/status/1117311829783367680â', 'â', '€', '¦']","['uno', 'prabowo', ',', 'komitmen', 'gaji', 'gak', 'ambil', '.', 'hak', '.', 'semoga', 'amanah', '.', 'lupa', 'salam', '2', 'jari', ',', 'salam', 'jak', 'maniaðÿ', '‘', '†', 'ðÿ', '\x8f', '»', 'ðÿ', '‘', '†', 'ðÿ', '\x8f', '»', 'hahaha', 'https://twitter.com/hirukhy_chiehan/status/1117311829783367680â', 'â', '€', '¦']","['uno', 'prabowo', '', 'komitmen', 'gaji', 'gak', 'ambil', '', 'hak', '', 'moga', 'amanah', '', 'lupa', 'salam', '2', 'jari', '', 'salam', 'jak', 'mania', '', '', '', '', '', '', '', '', '', '', '', 'hahaha', 'https twitter com hirukhy chiehan status 1117311829783367680', '', '', '']",uno prabowo  komitmen gaji gak ambil  hak  moga amanah  lupa salam 2 jari  salam jak mania            hahaha https twitter com hirukhy chiehan status 1117311829783367680   
